name,warranty,shipping,ships_in,country_of_origin,sin,part_no,gsa_schedule 
778572-35 - National Instruments Corporation NI PXI-2535 4x136 FET Switch Matrix Module,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779038-01 - National Instruments Corporation LFH200 Connector to Bare Wire Switch Cable, 2 M",0 Stnd,FOB Destination,15 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
780580-35 - National Instruments Corporation LabVIEW Desktop Execution Trace Toolkit,0 Stnd,FOB Destination,10 Days,Ireland,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
778572-48 - National Instruments Corporation NI PXI-2548 2.7 GHz 50 Ohm Quad SPDT Relays,0 Stnd,FOB Destination,20 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"781063-01 - National Instruments Corporation NI PXI-8532, DeviceNet Interface, 1 Port",0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
779442-01 - National Instruments Corporation 6 Screw Terminal Connectors for DAQPad-6016 OEM version,0 Stnd,FOB Destination,30 Days,Germany,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
778572-14 - National Instruments Corporation NI PXI-2514 7-Channel 40A FIU Switch Module,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
778572-22 - National Instruments Corporation NI PXI-2522 53-Channel 2A SPDT Relay Module,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
778572-33 - National Instruments Corporation NI PXI-2533 4x64 SSR Matrix Module,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779732-02 - National Instruments Corporation GPIB-RS232 Controller & Converter, Swiss 220VAC",0 Stnd,FOB Destination,30 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
782531-01 - National Instruments Corporation USB-8452 Mounting Kit for Non OEM Modules,0 Stnd,FOB Destination,30 Days,United States,627-9,,GS-24F-0066M Exp. 10 Sep. 2022
778572-71 - National Instruments Corporation NI PXI-2571 66-Channel 1A SPDT Relay Module,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"777219-08 - National Instruments Corporation Standard right angle point connectory to straight bulkhead entry connector, 8 meters.",0 Stnd,FOB Destination,50 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"780584-01 - National Instruments Corporation Hex Key, Pin in Socket,Tamper Resistant Accessory for PXI Chassis (Qty 2)",0 Stnd,FOB Destination,30 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
778998-01 - National Instruments Corporation NI PXI-6723 32-Channel Analog Output Board,0 Stnd,FOB Destination,10 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"777219-02 - National Instruments Corporation Straight point connector to straight bulkhead entry connector, 2 meters.",0 Stnd,FOB Destination,50 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"781846-01 - National Instruments Corporation CABLE ASSY, SMA TO SMA, COAX, RG-402, 50 OHM, 0.3 METERS",0 Stnd,FOB Destination,30 Days,United States,627-1,,GS-24F-0066M Exp. 10 Sep. 2022
777145-02 - National Instruments Corporation CB-68LPR I/O connector block with right angled connector,0 Stnd,FOB Destination,5 Days,Hungary,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
779647-11 - National Instruments Corporation NI PXI-4110 Triple Output DC Power Supply with APS-4100 Aux Power,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779795-01 - National Instruments Corporation NI USB-8476s, 1 Port, USB LIN Interface with Synchronization",0 Stnd,FOB Destination,15 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779792-01 - National Instruments Corporation NI USB-8473, 1 Port High-Speed, USB CAN Interface",0 Stnd,FOB Destination,15 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
778572-69 - National Instruments Corporation NI PXI-2569 100 Channel Form A Relay Module,0 Stnd,FOB Destination,10 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
777276-01 - National Instruments Corporation TBX-24F Feedthrough Terminal Block General-purpose terminal block for SCXI Modules.,0 Stnd,FOB Destination,30 Days,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
"779036-04 - National Instruments Corporation NI PXI-7344, 4 Axis Stepper/Servo Motion Controller",0 Stnd,FOB Destination,30 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
778618-01 - National Instruments Corporation cFP-CB-1 Connector Block,0 Stnd,FOB Destination,5 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779047-01 - National Instruments Corporation DAQPAD-6015 for USB, Screw-Terminal Connectors, US (120 V)",0 Stnd,FOB Destination,30 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779034-01 - National Instruments Corporation NI PCI-7390, 4 Axis Position Command Motion Controller with Isolation",0 Stnd,FOB Destination,10 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779201-04 - National Instruments Corporation DAQPAD-6015 for USB, Mass Term, Europe (240 V)",0 Stnd,FOB Destination,30 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
778572-54 - National Instruments Corporation NI PXI-2554 2.5 GHz 75 Ohm 4x1 Multiplexer,0 Stnd,FOB Destination,30 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779183-01 - National Instruments Corporation TB-2706, PXI Front-mount Screw Terminal Blk for M Series DAQ",0 Stnd,FOB Destination,15 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
777458-01 - National Instruments Corporation SC-2345 Shielded Carrier with SCC-PWR01 Power Option,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
779023-35 - National Instruments Corporation LabVIEW Digital Filter Design Toolkit,0 Stnd,FOB Destination,10 Days,Ireland,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
"779198-01 - National Instruments Corporation CB-15 15-pin Screw Terminal Connector Block, Din-Rail Mountable",0 Stnd,FOB Destination,30 Days,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
780681-01 - National Instruments Corporation SPARE 1TB HARD-DRIVE AND DRIVE BAY FOR HDD-8264,0 Stnd,FOB Destination,20 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779201-01 - National Instruments Corporation DAQPAD-6015 for USB, Mass Term, US (120 V)",0 Stnd,FOB Destination,30 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
196741-01 - National Instruments Corporation NI 9975 16-pos screw term connector block (qty 2),0 Stnd,FOB Destination,10 Days,Germany,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
781420-06 - National Instruments Corporation NI 2806 Expansion Bridge for NI SwitchBlock,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
780587-40 - National Instruments Corporation NI PXIe-2540 8x9 RF Matrix,0 Stnd,FOB Destination,30 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779983-01 - National Instruments Corporation Camera, Basler SCA640-70GM, GIGE, 659X490, 70 FPS",0 Stnd,FOB Destination,20 Days,Germany,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
196738-01 - National Instruments Corporation NI 9973 6-pos spring term connector block (qty 4),0 Stnd,FOB Destination,10 Days,Germany,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
"780569-01 - National Instruments Corporation NI PCIE-8231, GIGE Interface Board Only Kit",0 Stnd,FOB Destination,20 Days,Mexico,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
777207-26 - National Instruments Corporation TBX-1326 High-Voltage Terminal Block,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779700-01 - National Instruments Corporation NI PXIe-8360, X1 MXI-Express for PXI Express Interface",0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"777187-03 - National Instruments Corporation NI-VXI/VISA Windows for PCI-MXI-2, PXI-8320 and VXI-8340",0 Stnd,FOB Destination,10 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"780592-02 - National Instruments Corporation NI PCIe-8431/16, 16 Port, RS485/RS422 Serial Interface",0 Stnd,FOB Destination,20 Days,United States,627-9,,GS-24F-0066M Exp. 10 Sep. 2022
779684-01 - National Instruments Corporation CANopen LabVIEW Library For NI Series 2 HS CAN Interfaces,0 Stnd,FOB Destination,10 Days,United States,627-9,,GS-24F-0066M Exp. 10 Sep. 2022
"782393-02 - National Instruments Corporation PMI 20 GHz USB Signal Generator, Pulse Modulation",0 Stnd,FOB Destination,30 Days,United States,627-15,,GS-24F-0066M Exp. 10 Sep. 2022
782403-01 - National Instruments Corporation NI TC-4353 Mini TC Connector Terminal Block for PXIe-4353,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"780324-01 - National Instruments Corporation Vision Builder AI and PCIe-8231, GigE Vision Interface Device",0 Stnd,FOB Destination,30 Days,Mexico,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
779445-01 - National Instruments Corporation 37-Pin High-Voltage accessory safety kit,0 Stnd,FOB Destination,30 Days,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
780509-35 - National Instruments Corporation LabVIEW Unit Test Framework Toolkit,0 Stnd,FOB Destination,10 Days,Ireland,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
778256-02 - National Instruments Corporation NI-488.2 for GPIB-ENET/100 and Solaris,0 Stnd,FOB Destination,10 Days,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
"778848-35 - National Instruments Corporation NI Analog Waveform Editor, Interactive tool for Creating and Editing Analog Waveforms",0 Stnd,FOB Destination,10 Days,Ireland,627-15,,GS-24F-0066M Exp. 10 Sep. 2022
"776575-592 - National Instruments Corporation SCXI-1359-01 2-Slot Communication Backplane & Cable Assy, 2 m",0 Stnd,FOB Destination,30 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"779455-01 - National Instruments Corporation NI 9918 Industrial Enclosure, windowed door, with internal panel for mounting",0 Stnd,FOB Destination,10 Days,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
778717-66 - National Instruments Corporation TB-2666 Terminal Block for NI PXI-2566,0 Stnd,FOB Destination,20 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"778262-01 - National Instruments Corporation 68VHDCI-50F SSR 8,16,24 Channel Cable Adapter",0 Stnd,FOB Destination,30 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"782933-03 - National Instruments Corporation CF-SS-CHUE, Smart Feedback (SFD) Cable, 3m",0 Stnd,FOB Destination,20 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"783274-01 - National Instruments Corporation C-mount lens adapter, Basler racer series",0 Stnd,FOB Destination,20 Days,Germany,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"782932-03 - National Instruments Corporation CP-SS-U2HE, 20 amp AKD power cable, 3m",0 Stnd,FOB Destination,20 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
780099-01 - National Instruments Corporation Serial Programming Cable for P7000 Stepper Drives,0 Stnd,FOB Destination,20 Days,United States,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"11-69-09 - Bird Electronic Corporation Filter, 470-512 MHz, Band Pass, Single 4"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-69-02 - Bird Electronic Corporation Filter, 470-512 MHz, Band Pass, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
779097-01 - National Instruments Corporation NI 9904 Horizontal Panel Mounting Kit for 4-slot Chassis,0 Stnd,FOB Destination,10 Days,United States,602-14,,GS-24F-0066M Exp. 10 Sep. 2022
"11-70-02 - Bird Electronic Corporation Filter, 450-470 MHz, Band Pass, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"4240-500-8 - Bird Electronic Corporation Adapter, N(f) to BNC(f)",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-13-01 - Bird Electronic Corporation Filter, 30-40 MHz, Vari-Notch, Single 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
153171-01 - National Instruments Corporation NI 9694 Digital I/O Breakout RMC,0 Stnd,FOB Destination,10 Days,Hungary,627-33,,GS-24F-0066M Exp. 10 Sep. 2022
"21-55-02 - Bird Electronic Corporation Filter, 300-400 MHz, T-Pass, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
781902-01 - National Instruments Corporation 1 Channel 1553 PXI Interface Module from AIT (Single Function),0 Stnd,FOB Destination,40 Days,United States,602-40,,GS-24F-0066M Exp. 10 Sep. 2022
"20-66-05 - Bird Electronic Corporation Filter, 442-450 MHz, Series-Notch, Single 10"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"22-38-01 - Bird Electronic Corporation Filter, 132-174 MHz, 2nd Harmonic, Dual Section",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"4275-045 - Bird Electronic Corporation Sampler, Variable 1kW BNC(f) - BNC(f)",1 Year,FOB Destination,8 Weeks,United States,627-27,,GS-24F-0066M Exp. 10 Sep. 2022
"21-37-01 - Bird Electronic Corporation Filter, 144-174 MHz, T-Pass, Single 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"42-57-01-08 - Bird Electronic Corporation Multicoupler, 380-512 MHz, Rx, 8 Ports, BNC Connector",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-69-02 - Bird Electronic Corporation Filter, 470-512 MHz, Vari-Notch, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-67-05 - Bird Electronic Corporation Filter, 406-512 MHz, Vari-Notch, 10"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"20-70-02 - Bird Electronic Corporation Filter, 450-470 MHz, Series-Notch, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"20-35-07 - Bird Electronic Corporation Filter, 108-136 MHz, Series-Notch, Triple 10"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-55-02 - Bird Electronic Corporation Filter, 300-400 MHz, Band Pass, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-55-06 - Bird Electronic Corporation Filter, 300-400 MHz, Band Pass, Dual 10"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-66-02 - Bird Electronic Corporation Filter, 442-450 MHz, Band Pass, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-2,,GS-24F-0066M Exp. 10 Sep. 2022
"20-37-06 - Bird Electronic Corporation Filter, 144-174 MHz, Series-Notch, Dual 10"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"20-66-01 - Bird Electronic Corporation Filter, 442-450 MHz, Series-Notch, Single 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"20-37-03 - Bird Electronic Corporation Filter, 144-174 MHz, Series-Notch, Triple 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-66-0901 - Bird Electronic Corporation Filter, 442-450 MHz, Band Pass, Single 4"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-55-05 - Bird Electronic Corporation Filter, 300-400 MHz, Band Pass, Single 10"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"21-29-01 - Bird Electronic Corporation Filter, 88-108 MHz, T-Pass, Single 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-37-01 - Bird Electronic Corporation Filter, 144-174 MHz, Vari-Notch, Single 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-54-01 - Bird Electronic Corporation Filter, 220-300 MHz, Vari-Notch, Single 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"22-67-01 - Bird Electronic Corporation Filter, 406-512 MHz, 2nd Harmonic, Dual Section",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"22-67-02 - Bird Electronic Corporation Filter, 406-512 MHz, 2nd Harmonic, Single Section",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-35-03 - Bird Electronic Corporation Filter, 108-136 MHz, Vari-Notch, Triple 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-37-07 - Bird Electronic Corporation Filter, 144-174 MHz, Band Pass, Triple 10"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-36-02 - Bird Electronic Corporation Filter, 132-150 MHz, Vari-Notch, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-29-01 - Bird Electronic Corporation Filter, 88-108 MHz, Vari-Notch, Single 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-35-02 - Bird Electronic Corporation Filter, 108-136 MHz, Vari-Notch, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-29-05 - Bird Electronic Corporation Filter, 88-108 MHz, Vari-Notch, Single 10"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-36-09 - Bird Electronic Corporation Filter, 132-150 MHz, Band Pass, Single 4"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-37-02 - Bird Electronic Corporation Filter, 144-174 MHz, Vari-Notch, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"20-35-02 - Bird Electronic Corporation Filter, 108-136 MHz, Series-Notch, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-70-09 - Bird Electronic Corporation Filter, 450-470 MHz, Vari-Notch, Single 4"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-65-01 - Bird Electronic Corporation Filter, 406-430 MHz, Vari-Notch, Single 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"15-65-02 - Bird Electronic Corporation Filter, 406-430 MHz, Vari-Notch, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
"11-37-02 - Bird Electronic Corporation Filter, 144-174 MHz, Band Pass, Dual 6"" Diameter Cavity",0 Stnd,FOB Destination,6 Weeks,United States,602-1,,GS-24F-0066M Exp. 10 Sep. 2022
